id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
63267,Appartamento con splendida vista sulla Laguna,308732,Cristina,Isole,Castello,45.438176945892856,12.350322979387043,Entire home/apt,90,3,2,2018-09-07,0.42,1,296
65926,APPARTAMENTO AL PERGOLO  CANAL VIEW,289023,Francesca,Isole,Dorsoduro,45.431078318564005,12.325930173247336,Entire home/apt,145,2,134,2018-09-22,1.84,3,323
69375,Armonia Apartment  Venice's flavour,347332,Guido,Isole,Cannaregio,45.445549118983244,12.32154828585743,Entire home/apt,130,3,23,2018-09-20,0.26,3,338
69877, Central room with garden's view ,351965,Ca' Turelli,Isole,Dorsoduro,45.43379819016001,12.32574145333315,Private room,126,2,6,2017-05-11,0.09,3,323
71460,COZY ROOM EASY TO GET VENICE AND AIRPORTS !,365995,Andre,Terraferma,San Lorenzo XXV Aprile,45.49248649460397,12.243482833685428,Private room,49,2,218,2018-10-08,2.42,2,348
71735,a stone's throw to St.Markwith WiFi,368293,Grazia,Isole,San Marco,45.434817073603945,12.33647979860951,Entire home/apt,120,3,69,2017-07-20,0.77,3,238
71870,Biennale - Great & cosy flat,369617,Irene,Isole,Castello,45.429059356757016,12.358204497378596,Entire home/apt,75,3,179,2018-10-02,1.93,6,350
71874,rooms in Venice,369642,Valter,Isole,Santa Croce,45.44000971787067,12.325516374002842,Private room,120,1,48,2017-06-09,0.62,1,354
72000,"Unique green gem: private court, boat, concierge",370543,Diana,Isole,Castello,45.4300615414656,12.356521897248053,Private room,70,2,108,2018-10-04,1.19,1,343
72044,"01/02/03 Sweet Venice,Double /Twin room",366092,Alessandro,Terraferma,Piave 1860,45.48361132043774,12.239890480188686,Private room,39,1,52,2018-07-18,0.58,5,342
72046,01/02/03 Sweet Venice -Double Twin rooms,366092,Alessandro,Terraferma,Piave 1860,45.48485094746391,12.239811954453227,Private room,39,1,41,2018-06-20,0.44,5,342
72050,04/05-Sweet Venice -Suite family room,366092,Alessandro,Terraferma,Piave 1860,45.48313516729337,12.23838502223872,Private room,65,1,23,2017-07-27,0.25,5,351
72740,Eco Venice 1,377929,Attilio,Terraferma,Favaro,45.50699607569283,12.281747709305154,Entire home/apt,45,2,204,2018-10-08,2.26,5,148
73675,"Casa tipica veneziana ""Le lanterne""",385470,Sabrina E Massimo,Isole,San Marco,45.434572640233576,12.329576786809596,Entire home/apt,118,2,22,2018-06-17,0.25,5,364
73679,Camera privata,385470,Sabrina E Massimo,Isole,San Marco,45.43419686992206,12.329530392033487,Private room,110,2,34,2018-09-29,0.38,5,364
74042,Low Cost Romantic Venice,9609304,Luca,Isole,Castello,45.43463055167711,12.351223874460223,Entire home/apt,69,3,501,2018-10-01,5.62,2,271
74272,Ca' Annalaura 2 with private court,390175,Stefano-Monica,Isole,Castello,45.434755072005785,12.349989369166149,Entire home/apt,96,3,185,2018-09-22,2.04,2,320
74873,Al Campanile BEIGE with garden,394892,Hossep,Isole,Cannaregio,45.44698876240136,12.332267335011652,Entire home/apt,145,3,14,2018-02-27,0.22,3,110
75376,Saint Mark apartment  in  Venice,399883,Monica,Isole,San Marco,45.43569361277717,12.33597958616419,Entire home/apt,130,3,107,2018-10-08,1.25,5,351
75760,at Biennale Giardini - Cà Zaleta,402656,Luigi & Giovanna,Isole,Castello,45.431185564274955,12.357095496143709,Entire home/apt,125,2,193,2018-09-30,2.16,1,340
75994,San Bortolomio Apartment - WI FI,399883,Monica,Isole,San Marco,45.43669228931619,12.335998377814592,Entire home/apt,120,3,89,2018-09-25,1.03,5,321
77188,Ca' Annalaura 1 with private court,390175,Stefano-Monica,Isole,Castello,45.433845933120686,12.347861443358195,Entire home/apt,112,3,196,2018-09-24,2.24,2,311
77598,Ca' Gioiosa,416351,Italo,Isole,Dorsoduro,45.43102962379094,12.31997410986853,Entire home/apt,110,3,79,2018-08-09,1.01,2,267
77623,MORI LOFT: WIFI FREE-PRIVATE COURT ,334601,Faville Tours,Isole,Cannaregio,45.44553898648284,12.332599165570787,Entire home/apt,120,2,31,2018-05-30,0.34,10,323
77848,ALLELUIA 33 - INDIVIDUAL ACCOMMODATION WITH LIFT,119219,Elisa,Isole,Santa Croce,45.43959794933472,12.323448717189258,Entire home/apt,103,2,169,2018-09-24,1.88,6,307
78706,Loft Al Campanile NERO in garden,394892,Hossep,Isole,Cannaregio,45.44648048084391,12.332476413119464,Entire home/apt,135,3,31,2018-08-21,0.41,3,352
78833,Al Campanile ROSSO,394892,Hossep,Isole,Cannaregio,45.446479023818554,12.33186700855881,Entire home/apt,140,3,16,2018-08-18,0.19,3,321
79038,Al Giardino B &B minimun 2 Days,425369,Maurizio,Terraferma,Favaro,45.508784975584575,12.281496538709607,Private room,30,1,178,2018-09-19,1.97,4,314
79717,MINI LOFT WITH A ROOF BALCONY,119219,Elisa,Isole,Santa Croce,45.44014940639764,12.323069746573886,Entire home/apt,124,2,263,2018-09-29,2.87,6,20
80403,Elegant apartment with privatgarden,434492,Lucia,Isole,Dorsoduro,45.432855978581465,12.32043378656977,Entire home/apt,115,3,33,2018-08-05,0.37,2,186
83368,Casa Granda in historical building,208909,Marta,Isole,San Polo,45.43677828017915,12.327516307859302,Entire home/apt,160,2,18,2018-10-02,0.62,2,264
83610,BIENNALE 2018: ARCHxARCH_ 10%OFF,434231,Magda,Isole,Castello,45.435129798973236,12.34893516862182,Entire home/apt,120,3,4,2017-07-25,0.05,1,364
83620,01/02/03 Sweet Venice-Double /Twin room,366092,Alessandro,Terraferma,Piave 1860,45.48481206642824,12.238194163094544,Private room,39,1,11,2018-06-28,0.13,5,342
90053,Cozy flat in Venice (Lido),485439,Elisabetta,Isole,Lido,45.407687488549676,12.365493335246779,Entire home/apt,130,6,5,2015-05-15,0.06,2,352
91525,DIVYA - 1st class apartment ,494255,Rosa,Isole,Santa Croce,45.43991770350783,12.33034947257069,Entire home/apt,200,2,15,2018-09-19,0.19,3,331
92159,B&B. AL CANAL VENICE  green room garden view,289023,Francesca,Isole,Giudecca,45.427276396888324,12.322508647981714,Private room,60,2,225,2018-09-30,2.53,3,329
95980,Your Suite by St. Mark's Square 1BR-Apt,510349,Roberta,Isole,San Marco,45.432783949785055,12.334942973057109,Entire home/apt,160,2,176,2018-10-07,1.98,3,361
99238,Ca' Risorta ♡ Your romantic retreat,419326,Federica,Isole,Cannaregio,45.44394479442116,12.32904118453159,Entire home/apt,129,4,47,2018-09-24,1.85,1,95
103249,Quiet and style in Venice,208909,Marta,Isole,San Polo,45.43722581698447,12.327183406294582,Entire home/apt,130,2,255,2018-09-30,5.01,2,293
108271,SHORT HOLIDAYS  IN VENICE FREE WIFI,560277,Vera,Terraferma,Marghera,45.47200849971534,12.224388407776894,Private room,36,2,302,2018-10-01,3.87,1,353
109278,Villa ai Tigli - Entire Villa's rooms,564594,Eliana,Terraferma,Tessera,45.50350295101892,12.32083642555906,Private room,260,1,12,2018-08-02,0.13,6,321
110388,"Amazing room in the real Venice, close to Biennale",567508,Nicola,Isole,Castello,45.43199591645284,12.355997879444754,Private room,60,2,217,2018-09-14,2.41,9,62
118751,NEAR THE TRAIN STATION,119219,Elisa,Isole,Santa Croce,45.440855731649016,12.323211808008637,Entire home/apt,83,2,234,2018-09-24,2.61,6,39
124517,Trust our knowledge about Venice!,620628,Nino,Isole,Castello,45.436592788583205,12.34790487643361,Entire home/apt,100,2,28,2015-09-30,0.31,3,363
129278,Villa with terrace in Venice Lido,485439,Elisabetta,Isole,Lido,45.405616739497404,12.36547370433268,Entire home/apt,300,9,6,2017-10-30,0.08,2,363
130605,Sweet dreams,642936,Maria,Isole,Santa Croce,45.439206669728925,12.321455677634978,Private room,95,3,212,2018-09-10,2.45,2,358
131244,Giardino dei Melograni  Economy Room,630328,Kosher House,Isole,Cannaregio,45.4448680222369,12.326418157717988,Private room,80,1,9,2018-09-20,0.10,18,296
131822,Giardino dei Melograni triple room,630328,Kosher House,Isole,Cannaregio,45.446335694395195,12.325973793989832,Private room,130,1,7,2015-09-19,0.10,18,283
131895,Giardino dei Melograni DUS,630328,Kosher House,Isole,Cannaregio,45.44494017043747,12.32758519389367,Private room,80,1,8,2017-04-15,0.10,18,253
131939,Giardino dei Melograni family room,630328,Kosher House,Isole,Cannaregio,45.446012714636744,12.326684714759555,Private room,190,1,2,2016-10-23,0.04,18,278
134035,HAPPY AND LUMINOUS FLAT IN VENICE WITH TERRACE,653451,Sara,Isole,Castello,45.43437850332252,12.34683050776648,Entire home/apt,135,2,59,2018-08-22,0.69,1,323
136678,Ca' Della Fornace Charme House,669047,Viewsonvenice,Isole,Dorsoduro,45.42984151352337,12.333784670611749,Entire home/apt,298,3,16,2018-05-27,0.54,63,331
136713,Ca' Del Mercante Grand Canal with Roof Terrace,669047,Viewsonvenice,Isole,San Polo,45.43555803962278,12.326998760976446,Entire home/apt,560,3,38,2018-09-30,1.28,63,316
137087,A true Venetian house near St. Mark,264845,Paola,Isole,Castello,45.43655428657133,12.346546068164118,Entire home/apt,130,3,53,2018-09-25,0.64,4,341
137304,"""BOUDOIR"" IN10 MINUTES FROM VENICE",671512,Zoia,Terraferma,Altobello,45.48554466511121,12.24628119179532,Private room,55,1,116,2018-02-27,1.50,1,334
138967,"Ensuite kingsize bedroom,breakfast,wifi,aircond",678068,Stefano,Isole,Lido,45.41812086851075,12.374929505047499,Private room,125,2,1,2011-08-30,0.01,2,71
139786,Ca' Grassi 2 Charme Apartment,669047,Viewsonvenice,Isole,San Marco,45.434521425163226,12.329306963754734,Entire home/apt,235,3,18,2018-09-13,0.22,63,341
139802,Ca' Grassi 1 Charme Apartment,669047,Viewsonvenice,Isole,San Marco,45.43314019403115,12.32859427780483,Entire home/apt,263,3,34,2018-09-14,0.49,63,349
140197,Nest of Love- Near  RIALTO BRIDGE,683035,Paola,Isole,San Polo,45.439188413465324,12.333970167257164,Entire home/apt,86,2,519,2018-09-27,5.87,1,272
142085,Widmann apartment in Venice centre,690500,Tisone,Isole,Cannaregio,45.440175988546216,12.337878433989482,Entire home/apt,97,5,252,2018-09-15,2.88,1,137
142604,independent top floor room ,692502,Stefano,Isole,Santa Croce,45.44019577016774,12.329546857549502,Entire home/apt,90,4,30,2017-06-06,0.51,1,122
145324,Double room with a View of the city,703872,Leonardo E Irene,Isole,Cannaregio,45.44324174249838,12.33953639220515,Private room,58,1,350,2018-09-26,3.98,6,75
145346,"DOUBLE ROOM WITH A PRIVATE BATHROOM, OWN ENTRANCE",119219,Elisa,Isole,Cannaregio,45.442099277249866,12.321462113393586,Private room,78,2,218,2018-09-23,2.46,6,43
145631,My Casa Allegra Venice Mestre Private Studio!,704911,Alessandra,Terraferma,Villaggio San Marco,45.48199673652016,12.259204341998068,Private room,48,2,529,2018-10-04,5.98,1,304
146821,Ca' dell' Ambasciatore Venezia,709828,Roberto,Isole,Castello,45.43264834708379,12.351691964962145,Entire home/apt,323,3,93,2018-09-17,1.27,2,47
148066,Happy Venice-elegant flat in S.Marc,715286,Roberto,Isole,San Marco,45.434503678659695,12.337211032090266,Entire home/apt,170,3,67,2018-09-24,1.01,3,351
148299,ARABESQUE- DAMASCO 4 PERSONS,716234,Paola,Isole,Castello,45.436013386672194,12.343728259177123,Private room,140,2,21,2017-11-21,0.25,3,334
148794,elegant house of 500 in Venice,685618,Luisa,Isole,Cannaregio,45.4437419474664,12.332187805087377,Entire home/apt,110,2,142,2018-09-16,1.61,1,281
149749,"Venice, newly restored unit-apartm.",722130,Maddalena,Isole,Cannaregio,45.44041418318386,12.34096301598733,Entire home/apt,125,1,207,2018-09-23,2.43,1,113
155015,nice and cozy open space apartment,745553,Rosanna E Francesca,Isole,Santa Croce,45.441836960226084,12.327856836106504,Entire home/apt,90,3,209,2018-09-28,2.45,6,275
156728,Regina d'Oriente,745553,Rosanna E Francesca,Isole,Santa Croce,45.440774307938966,12.330957647851635,Entire home/apt,120,3,133,2018-09-17,1.63,6,301
160017,"Venice: house in the green, wi-fi",767044,Ermanno,Terraferma,Bissuola,45.498593701687085,12.26539788505549,Entire home/apt,76,3,93,2018-10-02,1.10,1,321
160426,Bright apartment in Venice with canal view,766256,Laura,Isole,Dorsoduro,45.43293339580356,12.32076565125289,Entire home/apt,130,2,251,2018-08-26,2.85,2,63
163685,Ca'Falcao - Air-conditioning & Wifi,781124,Nicolò,Isole,Cannaregio,45.442618901207474,12.324853799043831,Entire home/apt,97,3,267,2018-10-02,3.63,1,149
165705,ARABESQUE DJERBA 1 PERS.IN VENICE,716234,Paola,Isole,Castello,45.43711728176872,12.343926577799756,Private room,62,2,119,2018-09-22,1.35,3,323
166381,Ca' Barba B&B: room n101,214390,Alessandro,Isole,San Polo,45.43996017144361,12.332647367105043,Private room,135,2,236,2018-09-24,4.27,4,329
167145,Special apartment for loving people,796717,Nicola,Isole,San Marco,45.43405123082016,12.335277840489923,Entire home/apt,140,3,153,2018-03-30,1.76,1,165
167168,Ca 'Barba FLAT - Rialto,214390,Alessandro,Isole,San Polo,45.43864869830074,12.331161361624044,Entire home/apt,395,4,11,2017-12-01,0.24,4,332
170523,"Venice Home: only 2 persons, loving",813513,Mara,Terraferma,Carpenedo,45.497721105209834,12.249321197922264,Entire home/apt,55,5,154,2018-10-07,1.77,2,335
175509,Guest House BELLA ONDA (3x triple),848085,Valentina,Terraferma,Tessera,45.50275362476965,12.325491514874686,Private room,500,1,23,2018-07-28,0.30,4,351
184374,ARABESQUE MARRAKESH DOUBLE VENICE,716234,Paola,Isole,Castello,45.43539692489338,12.341935233403829,Private room,100,2,68,2017-06-05,0.79,3,334
202466,VIVALDI CANAL VIEW - BIENNALE & VIA GARIBALDI,334601,Faville Tours,Isole,Castello,45.43252286321626,12.356096706762717,Entire home/apt,125,2,128,2018-09-13,1.49,10,316
208801,Bright apartment in the heat of Venice with WIFI,1028258,Sandra,Isole,Castello,45.43703508550922,12.338732425804125,Entire home/apt,100,3,396,2018-09-22,4.68,1,331
215895,Great view apartment very central,9701290,Nicoletta,Isole,Cannaregio,45.44129712355209,12.337643465094777,Entire home/apt,195,3,176,2018-09-22,2.25,4,309
217591,Royal Apartments Ca' Pierre,1123859,Lorenzo,Isole,Castello,45.437673496319334,12.346573978699617,Entire home/apt,120,2,37,2016-05-02,0.43,1,264
218393,Venice Little Garden: only 1 person,813513,Mara,Terraferma,San Lorenzo XXV Aprile,45.49713079121658,12.249431965303717,Entire home/apt,30,5,159,2018-09-11,1.87,2,322
220238,Large apartment for 4,693554,Valentina,Isole,Castello,45.43275468291346,12.353076333764019,Entire home/apt,150,3,171,2018-09-10,2.00,1,222
234465,Sunny house,1227993,Giorgio,Isole,Dorsoduro,45.433790439058576,12.32053203071057,Entire home/apt,100,3,25,2018-09-22,0.30,2,319
235221,Attic with GrandCanal Views,1229136,Martina,Isole,San Marco,45.43386270051976,12.328651263797163,Entire home/apt,270,3,103,2018-09-14,1.25,6,305
236585,lovely apartment Venice Lido with terrace,1240373,Francy,Isole,Lido,45.41637289083986,12.374015547689096,Entire home/apt,68,3,138,2018-09-17,1.63,1,286
237098,Cozy Studio Venice Heart  FREE WIFI,283131,Anunxiata,Isole,San Polo,45.43695264030502,12.329816718989541,Entire home/apt,115,3,61,2018-10-02,0.72,6,329
238362,Villa aiTigli Room 1 with bathroom: up to 4 Pax,564594,Eliana,Terraferma,Tessera,45.50370251461215,12.321160575062118,Private room,60,1,72,2018-08-22,0.97,6,321
238374,Villa aiTigli Room 2 with bathroom: up to 5 Pax,564594,Eliana,Terraferma,Tessera,45.50354161705539,12.319553024061847,Private room,60,1,93,2018-06-09,1.20,6,349
238380,Villa ai Tigli - Room 3 - 3 Pax,564594,Eliana,Terraferma,Tessera,45.5042848833267,12.320809484220959,Private room,60,1,58,2018-07-16,0.75,6,328
238383,Villa aiTigli-Room 4-Bathroom in Room-Disabilities,564594,Eliana,Terraferma,Tessera,45.502391012311904,12.321055932575403,Private room,60,1,79,2018-09-25,1.19,6,333
238960,CA' DOLCE *stunning Channel Views* Free wi-fi :-),283131,Anunxiata,Isole,Cannaregio,45.44234153515066,12.337216207629224,Entire home/apt,195,3,96,2018-09-11,1.14,6,343
242296,blacksmith's hearth,1271580,Adriana,Isole,Cannaregio,45.44605569558198,12.324289422719616,Entire home/apt,130,3,214,2018-09-23,2.53,1,336
246649,Venitian apartment  new and clean!,1275479,Giorgia&Michele,Isole,Santa Croce,45.437754467976625,12.322512543071573,Entire home/apt,160,3,206,2018-10-01,2.48,3,312
247270,Venice Apartments in Mestre,1296429,Tiziana,Terraferma,Chirignago,45.48640712652843,12.198833075476802,Entire home/apt,51,3,137,2018-07-19,1.76,2,365
249920,Cozy nest with splendid garden view,1309884,Francesca,Isole,Santa Croce,45.440641510252505,12.327119079378523,Entire home/apt,125,2,139,2018-08-18,1.65,1,22
256874,"b&b S.Marco Venice, canal view room",1351366,Marco E Alice,Isole,Castello,45.43659710681024,12.345843201337258,Private room,106,2,23,2017-11-25,0.30,2,340
260204,Conceptual Devices Apartment 2,1365288,Antonio,Isole,Cannaregio,45.4424708323287,12.329751509801511,Entire home/apt,75,7,129,2018-09-23,1.57,2,337
261432,Rooftop Studio in Cannaregio (CDA1),1365288,Antonio,Isole,Cannaregio,45.443778531102026,12.329045257997079,Entire home/apt,60,7,126,2018-09-04,1.50,2,328
261640,balcony canal view central Venice,1351366,Marco E Alice,Isole,Castello,45.43690514745996,12.344928064093551,Private room,110,2,53,2018-08-07,0.98,2,332
263796,Dimora Canaletto - Casa dei Pittori,1384217,Simone - Francesco,Isole,Santa Croce,45.44021801541965,12.326759062663212,Entire home/apt,203,2,3,2018-06-28,0.08,7,317
265406,large double room-> heart of Venice,703872,Leonardo E Irene,Isole,Cannaregio,45.44166448975909,12.340695041284167,Private room,58,1,399,2018-09-25,5.40,6,72
268865,AltanaAlbaChiara BestViewOfVenice,1408761,Chiara,Isole,San Marco,45.43738713392785,12.336095947294313,Entire home/apt,150,3,127,2018-09-30,1.67,3,239
271400,"Cà 5393 SmArt, Cannaregio: sun bathed lovely house",1420314,Chantal,Isole,Cannaregio,45.43994499448774,12.340577355446088,Entire home/apt,180,2,14,2018-05-30,0.19,4,252
271402,"The Vintage apartment, be cool!",1420314,Chantal,Isole,Cannaregio,45.44102589949814,12.340648745832793,Entire home/apt,160,3,16,2018-08-23,0.24,4,286
271409,"Cà 5393 Orange, cozy house at the ground floor",1420314,Chantal,Isole,Cannaregio,45.43989182873248,12.339358468856915,Entire home/apt,140,3,20,2018-06-01,0.30,4,222
271412,"The Chromotherapy House, Venice",1420314,Chantal,Isole,Cannaregio,45.44142166402384,12.33967764771956,Entire home/apt,130,2,35,2018-07-09,0.54,4,296
272585,Apartment In the heart of Venezia,1426634,Claudia E Giorgio,Isole,Dorsoduro,45.430812092023906,12.335453201829065,Entire home/apt,80,1,73,2018-06-19,0.92,2,299
275264,LEONARDO stylish sunny canal view,1438903,Barbara,Isole,Cannaregio,45.44184938174794,12.341472953616384,Entire home/apt,135,3,30,2018-09-24,0.39,25,78
284305,CASA CLARA lots of comfort & space!,1480780,Ivo... & Family,Terraferma,Marghera,45.47791370153871,12.225561519075042,Entire home/apt,80,2,247,2018-10-02,3.00,1,322
284843,Double Room in Venice! Young hosts!,1369636,Caterina,Isole,Lido,45.4116816933473,12.36794080418789,Private room,70,2,57,2017-06-19,0.71,2,363
286350,Corte dei Santi - San Marco,1490179,Laura,Isole,San Polo,45.43851601789105,12.328762387331018,Entire home/apt,100,2,19,2018-04-19,0.24,12,112
286388,Nice apartment in a building with a courtyard,1490179,Laura,Isole,Santa Croce,45.435906233925344,12.323621180903729,Entire home/apt,80,2,61,2018-09-22,0.74,12,80
286939,Corte dei Santi - San Geremia,1490179,Laura,Isole,Santa Croce,45.43608869065443,12.323512790692085,Entire home/apt,100,2,34,2018-04-27,0.44,12,111
289477,"Apartment ""Venice""",377929,Attilio,Terraferma,Favaro,45.50717987880842,12.282636582639052,Entire home/apt,50,2,20,2018-10-02,0.28,5,160
290426,"EXQUISITE,VENICE ,space & quiet",1506785,Eric,Isole,Dorsoduro,45.43429327365555,12.32091558422184,Entire home/apt,110,2,64,2018-05-27,1.04,1,365
293520,"Heart of Venice, amazing  house!",1517643,Nicola,Isole,San Polo,45.43924024901237,12.32921588460113,Entire home/apt,130,7,59,2018-09-21,0.84,1,260
297137,Matymarty's-Central Room WI-FI,1509668,Martina,Isole,Santa Croce,45.44080270532479,12.326461005514998,Private room,55,1,589,2018-09-24,7.29,3,320
298479,B & B the Caponi bros-Venice,1514413,Abu Taleb,Terraferma,Piave 1860,45.48495307403646,12.23318842103064,Private room,49,1,194,2018-09-19,2.44,7,352
298501,A wonderful view on Venice lagoon,1538707,Andrea,Isole,Cannaregio,45.44440065337638,12.33806291885382,Entire home/apt,100,3,144,2018-09-07,1.95,4,328
298506,A magic flat facing Venice lagoon,1538707,Andrea,Isole,Cannaregio,45.44290489717572,12.339463687365841,Entire home/apt,100,3,136,2018-09-24,1.71,4,331
301699,"At home, waterwindow family shelter",1552922,Attila,Isole,Castello,45.43691412210218,12.348932830808177,Entire home/apt,134,3,218,2018-09-12,2.76,1,235
301849,La Torretta di Venezia,2680932,Edoardo,Isole,Lido,45.41192592105192,12.369090969249147,Entire home/apt,100,1,4,2018-09-10,0.16,1,170
303040,Venice-BB-Venezia  (Deluxe room),1560575,Alessandro,Isole,Cannaregio,45.44350645568361,12.327132727034625,Private room,79,1,275,2018-09-15,3.49,2,139
303046,Venice-BB-Venezia   (Superior room),1560575,Alessandro,Isole,Cannaregio,45.44458828284446,12.325899627221968,Private room,89,1,193,2018-10-05,2.42,2,145
307700,Grand Canal Mini Attic,1229136,Martina,Isole,San Marco,45.43348940989315,12.329748909406389,Entire home/apt,230,2,79,2018-09-01,1.30,6,292
308217,In the heart of Venice - Biennale,369617,Irene,Isole,Castello,45.43297909061471,12.35658580970557,Entire home/apt,90,3,209,2018-10-01,2.63,6,358
309411,Romantic view over venitian canals,1275479,Giorgia&Michele,Isole,Santa Croce,45.44076370040183,12.324523408420884,Entire home/apt,121,3,278,2018-09-23,3.44,3,309
311472,Studioflat  near Biennale inVenice!,1602219,Alfonso,Isole,Castello,45.42846846582725,12.359134371696719,Private room,110,3,0,,,3,365
311479,Apartment to visit Venice,1602248,Tiziana,Terraferma,Chirignago,45.488013156994356,12.197625680454388,Entire home/apt,51,3,106,2018-09-24,1.41,3,365
311767,Venice 4 You Via Abruzzo 4,1603077,Marino,Terraferma,Santa Barbara,45.48643924087365,12.21632413946165,Entire home/apt,95,3,40,2018-07-09,0.95,7,359
313461,Sunny house in Venice,1227993,Giorgio,Isole,Dorsoduro,45.43262446511554,12.322946310969161,Entire home/apt,100,3,72,2018-09-16,0.89,2,319
313802,Guest House BELLA ONDA (2x double),848085,Valentina,Terraferma,Tessera,45.504354412372045,12.325510916886364,Private room,300,1,62,2018-09-27,0.78,4,348
314094,CA'LOMBARDO SAN MARCO VENICE CENTER,1613872,Amedeo,Isole,San Marco,45.43512102924766,12.337971205596912,Entire home/apt,130,2,51,2018-09-29,0.65,1,242
